title,content,date,url,author,domain,categories
Mapping the Climate Change Landscape on TikTok,"Social media platforms shape climate action discourse. Mapping these online conversations is essential for effective communication strategies. TikTok's climate discussions are particularly relevant given its young, climate-concerned audience. In this work, we collect the first TikTok dataset on climate topics. We collected 590K videos from 14K creators along with their follower networks. By applying topic modeling to the video descriptions, we map the topics discussed on the platform on a climate taxonomy that we construct by consolidating existing categorizations. Results show TikTok creators primarily approach climate through the angle of lifestyle and dietary choices. By examining semantic connections between topics, we identified non-climate ""gateway"" topics that could draw new audiences into climate discussions.",2025-05-02,http://arxiv.org/abs/2505.03813v1,"Alessia Galdeman, Luca Maria Aiello",arxiv.org,"cs.SI, cs.CY"
Climate modification directed by control theory,"Climate modification measures to counteract global warming receive some more new attentions in these years. Most current researches only discuss the impact of these measures to climate, but how to design such a climate regulator is still unknown. This paper shows the control theory could give the systematic direction for climate modification. But the control analyzing also reveals that climate modifications should only be regarded as a last-ditch measure.",2008-05-05,http://arxiv.org/abs/0805.0541v2,Wang Liang,arxiv.org,cs.OH
Uncertainty in climate science and climate policy,"This essay, written by a statistician and a climate scientist, describes our view of the gap that exists between current practice in mainstream climate science, and the practical needs of policymakers charged with exploring possible interventions in the context of climate change. By `mainstream' we mean the type of climate science that dominates in universities and research centres, which we will term `academic' climate science, in contrast to `policy' climate science; aspects of this distinction will become clearer in what follows.   In a nutshell, we do not think that academic climate science equips climate scientists to be as helpful as they might be, when involved in climate policy assessment. Partly, we attribute this to an over-investment in high resolution climate simulators, and partly to a culture that is uncomfortable with the inherently subjective nature of climate uncertainty.",2014-11-05,http://arxiv.org/abs/1411.6878v1,"Jonathan Rougier, Michel Crucifix",arxiv.org,physics.soc-ph
You are right. I am ALARMED -- But by Climate Change Counter Movement,"The world is facing the challenge of climate crisis. Despite the consensus in scientific community about anthropogenic global warming, the web is flooded with articles spreading climate misinformation. These articles are carefully constructed by climate change counter movement (cccm) organizations to influence the narrative around climate change. We revisit the literature on climate misinformation in social sciences and repackage it to introduce in the community of NLP. Despite considerable work in detection of fake news, there is no misinformation dataset available that is specific to the domain.of climate change. We try to bridge this gap by scraping and releasing articles with known climate change misinformation.",2020-04-30,http://arxiv.org/abs/2004.14907v1,"Shraey Bhatia, Jey Han Lau, Timothy Baldwin",arxiv.org,cs.CL
Financial climate risk: a review of recent advances and key challenges,"The document provides an overview of financial climate risks. It delves into how climate change impacts the global financial system, distinguishing between physical risks (such as extreme weather events) and transition risks (stemming from policy changes and economic transitions towards low carbon technologies). The paper underlines the complexity of accurately defining financial climate risk, citing the integration of climate science with financial risk analysis as a significant challenge. The paper highlights the pivotal role of microfinance institutions (MFIs) in addressing financial climate risk, especially for populations vulnerable to climate change. The document emphasizes the importance of updating risk management practices within MFIs to explicitly include climate risk assessments and suggests leveraging technology to improve these practices.",2024-04-10,http://arxiv.org/abs/2404.07331v1,Victor Cardenas,arxiv.org,"econ.GN, q-fin.EC"
NLP for Climate Policy: Creating a Knowledge Platform for Holistic and   Effective Climate Action,"Climate change is a burning issue of our time, with the Sustainable Development Goal (SDG) 13 of the United Nations demanding global climate action. Realizing the urgency, in 2015 in Paris, world leaders signed an agreement committing to taking voluntary action to reduce carbon emissions. However, the scale, magnitude, and climate action processes vary globally, especially between developed and developing countries. Therefore, from parliament to social media, the debates and discussions on climate change gather data from wide-ranging sources essential to the policy design and implementation. The downside is that we do not currently have the mechanisms to pool the worldwide dispersed knowledge emerging from the structured and unstructured data sources.   The paper thematically discusses how NLP techniques could be employed in climate policy research and contribute to society's good at large. In particular, we exemplify symbiosis of NLP and Climate Policy Research via four methodologies. The first one deals with the major topics related to climate policy using automated content analysis. We investigate the opinions (sentiments) of major actors' narratives towards climate policy in the second methodology. The third technique explores the climate actors' beliefs towards pro or anti-climate orientation. Finally, we discuss developing a Climate Knowledge Graph.   The present theme paper further argues that creating a knowledge platform would help in the formulation of a holistic climate policy and effective climate action. Such a knowledge platform would integrate the policy actors' varied opinions from different social sectors like government, business, civil society, and the scientific community. The research outcome will add value to effective climate action because policymakers can make informed decisions by looking at the diverse public opinion on a comprehensive platform.",2021-05-12,http://arxiv.org/abs/2105.05621v1,"Pradip Swarnakar, Ashutosh Modi",arxiv.org,"cs.CL, cs.AI"
ClimateSet: A Large-Scale Climate Model Dataset for Machine Learning,"Climate models have been key for assessing the impact of climate change and simulating future climate scenarios. The machine learning (ML) community has taken an increased interest in supporting climate scientists' efforts on various tasks such as climate model emulation, downscaling, and prediction tasks. Many of those tasks have been addressed on datasets created with single climate models. However, both the climate science and ML communities have suggested that to address those tasks at scale, we need large, consistent, and ML-ready climate model datasets. Here, we introduce ClimateSet, a dataset containing the inputs and outputs of 36 climate models from the Input4MIPs and CMIP6 archives. In addition, we provide a modular dataset pipeline for retrieving and preprocessing additional climate models and scenarios. We showcase the potential of our dataset by using it as a benchmark for ML-based climate model emulation. We gain new insights about the performance and generalization capabilities of the different ML models by analyzing their performance across different climate models. Furthermore, the dataset can be used to train an ML emulator on several climate models instead of just one. Such a ""super emulator"" can quickly project new climate change scenarios, complementing existing scenarios already provided to policymakers. We believe ClimateSet will create the basis needed for the ML community to tackle climate-related tasks at scale.",2023-11-07,http://arxiv.org/abs/2311.03721v1,"Julia Kaltenborn, Charlotte E. E. Lange, Venkatesh Ramesh, Philippe Brouillard, Yaniv Gurwicz, Chandni Nagda, Jakob Runge, Peer Nowack, David Rolnick",arxiv.org,"cs.LG, cs.AI, cs.CE, physics.ao-ph"
"Detection, attribution, and modeling of climate change: key open issues","The CMIP global climate models (GCMs) assess that nearly 100% of global surface warming observed between 1850-1900 and 2011-2020 is attributable to anthropogenic drivers like greenhouse gas emissions. These models also generate future climate projections based on shared socioeconomic pathways (SSPs), aiding in risk assessment and the development of costly Net-Zero climate mitigation strategies. Yet, the CMIP GCMs face significant scientific challenges in attributing and modeling climate change, particularly in capturing natural climate variability over multiple timescales throughout the Holocene. Other key concerns include the reliability of global surface temperature records, the accuracy of solar irradiance models, and the robustness of climate sensitivity estimates. Global warming estimates may be overstated due to uncorrected non-climatic biases, and the GCMs may significantly underestimate solar and astronomical influences on climate variations. The equilibrium climate sensitivity (ECS) to radiative forcing could be lower than commonly assumed; empirical findings suggest ECS values lower than 3 K and possibly even closer to 1.1 +/- 0.4 K. Empirical models incorporating natural variability suggest that the 21st-century global warming may remain moderate, even under SSP scenarios that do not necessitate Net-Zero emission policies. These findings raise important questions regarding the necessity and urgency of implementing aggressive climate mitigation strategies. While GCMs remain essential tools for climate research and policymaking, their scientific limitations underscore the need for more refined modeling approaches to ensure accurate future climate assessments. Addressing uncertainties related to climate change detection, natural variability, solar influences, and climate sensitivity to radiative forcing will enhance predictions and better inform sustainable climate strategies.",2025-05-21,http://arxiv.org/abs/2506.13994v1,Nicola Scafetta,arxiv.org,"physics.soc-ph, physics.ao-ph, physics.data-an"
Hurricanes Increase Climate Change Conversations on Twitter,"The public understanding of climate change plays a critical role in translating climate science into climate action. In the public discourse, climate impacts are often discussed in the context of extreme weather events. Here, we analyse 65 million Twitter posts and 240 thousand news media articles related to 18 major hurricanes from 2010 to 2022 to clarify how hurricanes impact the public discussion around climate change. First, we analyse news content and show that climate change is the most prominent non-hurricane specific topic discussed by the news media in relation to hurricanes. Second, we perform a comparative analysis between reliable and questionable news media outlets, finding that the language around climate change varies between news media providers. Finally, using geolocated data, we show that accounts in regions affected by hurricanes discuss climate change at a significantly higher rate than accounts in unaffected areas, with references to climate change increasing by, on average, 80% after impact, and up to 200% for the largest hurricanes. Our findings demonstrate how hurricanes have a key impact on the public awareness of climate change.",2023-05-12,http://arxiv.org/abs/2305.07529v1,"Maddalena Torricelli, Max Falkenberg, Alessandro Galeazzi, Fabiana Zollo, Walter Quattrociocchi, Andrea Baronchelli",arxiv.org,"physics.soc-ph, cs.SI"
Predictability of climate tipping focusing on the internal variability   of the Earth system,"Prediction of climate tipping is challenging due to the lack of recent observation of actual climate tipping. Despite many previous efforts to accurately predict the existence and timing of climate tippings under specific climate scenarios, the predictability of climate tipping, the necessary conditions under which climate tipping can be predicted, has yet to be explored. In this study, the predictability of climate tipping is analyzed by Observation System Simulation Experiment (OSSE), in which the value of observation for prediction is assessed through the idealized experiment of data assimilation, using a simplified dynamic vegetation model and an Atlantic Meridional Overturning Circulation (AMOC) two box model. We find that the ratio of internal variability to observation error, or signal-to-noise ratio, should be large enough to accurately predict climate tippings. When observation can accurately resolve the internal variability of the system, assimilating these observations into process-based models can effectively improve the skill of predicting climate tippings. Our quantitative estimation of required observation accuracy to predict climate tipping implies that the existing observation network is not always sufficient to accurately project climate tipping.",2024-06-28,http://arxiv.org/abs/2406.19639v1,"Amane Kubo, Yohei Sawada",arxiv.org,"physics.ao-ph, stat.AP"
The Cost of Climate Action: Experimental Evidence on the Impact of   Climate Information on Charitable Donations to Climate Activism,"We examine the propensity of individuals to donate to climate activism, evaluating the impact of different informational treatments on an incentive compatible charitable donation and stated climate change-related concerns. Participants were evaluated on climate literacy and general climate attitudes before being randomly assigned to a treatment which provided either education or neutral language about climate change, either with or without images of protest. After the treatment, participants engaged in an incentive compatible dictator game. We find that participants gave more to climate activism than seen in previous dictator game and charitable giving experiments, in both average amount given and proportion of participants who gave their entire endowment. However, we determine that climate activism information negatively influenced the amount of money donated. We also found that protest imagery moderated this negative effect and had a positive significant effect of increasing participants' climate concern. Finally, we found that the climate concern was significantly positively correlated with donations, while being a male was significantly negatively associated with donation amounts.",2024-09-25,http://arxiv.org/abs/2409.17378v1,"Samantha Gonsalves Wetherell, Anna Josephson",arxiv.org,"econ.GN, q-fin.EC"
Link Climate: An Interoperable Knowledge Graph Platform for Climate Data,"Climate science has become more ambitious in recent years as global awareness about the environment has grown. To better understand climate, historical climate (e.g. archived meteorological variables such as temperature, wind, water, etc.) and climate-related data (e.g. geographical features and human activities) are widely used by today's climate research to derive models for an explainable climate change and its effects. However, such data sources are often dispersed across a multitude of disconnected data silos on the Web. Moreover, there is a lack of advanced climate data platforms to enable multi-source heterogeneous climate data analysis, therefore, researchers must face a stern challenge in collecting and analyzing multi-source data. In this paper, we address this problem by proposing a climate knowledge graph for the integration of multiple climate data and other data sources into one service, leveraging Web technologies (e.g. HTTP) for multi-source climate data analysis. The proposed knowledge graph is primarily composed of data from the National Oceanic and Atmospheric Administration's daily climate summaries, OpenStreetMap, and Wikidata, and it supports joint data queries on these widely used databases. This paper shows, with a use case in Ireland and the United Kingdom, how climate researchers could benefit from this platform as it allows them to easily integrate datasets from different domains and geographical locations.",2022-10-28,http://arxiv.org/abs/2210.16050v1,"Jiantao Wu, Fabrizio Orlandi, Declan O'Sullivan, Soumyabrata Dev",arxiv.org,cs.DB
The physics of climate change: simple models in climate science,There is a perception that climate science can only be approached with complex computer simulations. But working climate scientists often use simple models to understand their simulations and make order-of-magnitude estimates. This article presents some of these simple models with the goal of making climate science more accessible and comprehensible.,2018-02-08,http://arxiv.org/abs/1802.02695v2,Nadir Jeevanjee,arxiv.org,physics.ao-ph
The Snowball Earth transition in a climate model with drifting   parameters,"Using an intermediate complexity climate model (Planet Simulator), we investigate the so-called Snowball Earth transition. For certain values of the solar constant, the climate system allows two different stable states: one of them is the Snowball Earth, covered by ice and snow, and the other one is today's climate. In our setup, we consider the case when the climate system starts from its warm attractor (the stable climate we experience today), and the solar constant is decreased continuously in finite time, according to a parameter drift scenario, to a state, where only the Snowball Earth's attractor remains stable. This induces an inevitable transition, or climate tipping from the warm climate. The reverse transition is also discussed. Increasing the solar constant back to its original value on individual simulations, we find that the system stays stuck in the Snowball state. However, using ensemble methods i.e., using an ensemble of climate realizations differing only slightly in their initial conditions we show that the transition from the Snowball Earth to the warm climate is also possible with a certain probability. From the point of view of dynamical systems theory, we can say that the system's snapshot attractor splits between the warm climate's and the Snowball Earth's attractor.",2019-05-31,http://arxiv.org/abs/1906.00952v1,"Bálint Kaszás, Tímea Haszpra, Mátyás Herein",arxiv.org,physics.ao-ph
Climate Impact Assessment Requires Weighting: Introducing the Weighted   Climate Dataset,"High-resolution gridded climate data are readily available from multiple sources, yet climate research and decision-making increasingly require country and region-specific climate information weighted by socio-economic factors. Moreover, the current landscape of disparate data sources and inconsistent weighting methodologies exacerbates the reproducibility crisis and undermines scientific integrity. To address these issues, we have developed a globally comprehensive dataset at both country (GADM0) and region (GADM1) levels, encompassing various climate indicators (precipitation, temperature, SPEI, wind gust). Our methodology involves weighting gridded climate data by population density, night-time light intensity, cropland area, and concurrent population count -- all proxies for socio-economic activity -- before aggregation. We process data from multiple sources, offering daily, monthly, and annual climate variables spanning from 1900 to 2023. A unified framework streamlines our preprocessing steps, and rigorous validation against leading climate impact studies ensures data reliability. The resulting Weighted Climate Dataset is publicly accessible through an online dashboard at https://weightedclimatedata.streamlit.app/.",2024-12-20,http://arxiv.org/abs/2412.15699v1,"Marco Gortan, Lorenzo Testa, Giorgio Fagiolo, Francesco Lamperti",arxiv.org,stat.AP
EpiClim: Weekly District-Wise all-India multi-epidemics Climate-Health   Dataset for accelerated GeoHealth research,"Climate change significantly impacts public health, driving the emergence and spread of epidemics. Climate health models are essential for assessing and predicting disease outbreaks influenced by climatic variables like temperature and precipitation. For instance, dengue and malaria correlate with temperature changes, while cholera is linked to precipitation anomalies. Advances in AI-enabled weather prediction (AI-NWP) have improved forecasting, but integrating climate models with health systems is hindered by the lack of comprehensive, granular health datasets. This study introduces EpiClim: India's Epidemic-Climate Dataset, the first weekly district-wise dataset for major epidemics in India from 2009 to the present, sourced from the Integrated Disease Surveillance Programme (IDSP). The dataset, covering diseases like dengue, malaria, and acute-diarrheal disease, bridges the gap between climate and health data, enabling the integration of climate forecasts with epidemic prediction models. This work lays the foundation for coupling predictive climate health models with weather and climate models, advancing efforts to mitigate climate-induced public health crises.",2025-01-17,http://arxiv.org/abs/2501.18602v2,"Gurleen Kaur, Shubham Ghoshal, Reena Marbate, Neetiraj Malviya, Arshmehar Kaur, Vaisakh SB, Amit Kumar Srivastava, Manmeet Singh",arxiv.org,physics.soc-ph
Climate Modeling and Bifurcation,"Many papers and monographs were written about the modeling the Earth climate and its variability. However there is still an obvious need for a module that presents the fundamentals of climate modeling to students at the undergraduate level. The present educational paper attempts to fill in this gap. To this end we collect in this paper the relevant climate data and present a simple zero and one dimensional models for the mean temperature of the Earth. These models can exhibit bifurcations from the present Earth climate to an ice age or a ""Venus type of climate"". The models are accompanied by Matlab programs which enable the user to change the models parameters and explore the impact that these changes might have on their predictions on Earth climate.",2019-07-15,http://arxiv.org/abs/1907.11067v2,Mayer Humi,arxiv.org,"physics.pop-ph, 86.01"
Climate Change Conspiracy Theories on Social Media,"One of the critical emerging challenges in climate change communication is the prevalence of conspiracy theories. This paper discusses some of the major conspiracy theories related to climate change found in a large Twitter corpus. We use a state-of-the-art stance detection method to find whether conspiracy theories are more popular among Disbelievers or Believers of climate change. We then analyze which conspiracy theory is more popular than the others and how popularity changes with climate change belief. We find that Disbelievers of climate change are overwhelmingly responsible for sharing messages with conspiracy theory-related keywords, and not all conspiracy theories are equally shared. Lastly, we discuss the implications of our findings for climate change communication.",2021-07-07,http://arxiv.org/abs/2107.03318v1,"Aman Tyagi, Kathleen M. Carley",arxiv.org,"cs.SI, cs.CY"
Trend and Thoughts: Understanding Climate Change Concern using Machine   Learning and Social Media Data,"Nowadays social media platforms such as Twitter provide a great opportunity to understand public opinion of climate change compared to traditional survey methods. In this paper, we constructed a massive climate change Twitter dataset and conducted comprehensive analysis using machine learning. By conducting topic modeling and natural language processing, we show the relationship between the number of tweets about climate change and major climate events; the common topics people discuss climate change; and the trend of sentiment. Our dataset was published on Kaggle (\url{https://www.kaggle.com/leonshangguan/climate-change-tweets-ids-until-aug-2021}) and can be used in further research.",2021-11-06,http://arxiv.org/abs/2111.14929v1,"Zhongkai Shangguan, Zihe Zheng, Lei Lin",arxiv.org,cs.CL
State-dependence of climate sensitivity: attractor constraints and   palaeoclimate regimes,"Equilibrium climate sensitivity (ECS) is a key predictor of climate change. However, it is not very well constrained, either by climate models or by observational data. The reasons for this include strong internal variability and forcing on many time scales. In practise this means that the 'equilibrium' will only be relative to fixing the slow feedback processes before comparing palaeoclimate sensitivity estimates with estimates from model simulations. In addition, information from the late Pleistocene ice age cycles indicates that the climate cycles between cold and warm regimes, and the climate sensitivity varies considerably between regime because of fast feedback processes changing relative strength and time scales over one cycle.   In this paper we consider climate sensitivity for quite general climate dynamics. Using a conceptual Earth system model of Gildor and Tziperman (2001) (with Milankovich forcing and dynamical ocean biogeochemistry) we explore various ways of quantifying the state-dependence of climate sensitivity from unperturbed and perturbed model time series. Even without considering any perturbations, we suggest that climate sensitivity can be usefully thought of as a distribution that quantifies variability within the 'climate attractor' and where there is a strong dependence on climate state and more specificially on the 'climate regime' where fast processes are approximately in equilibrium. We also consider perturbations by instantaneous doubling of CO$_2$ and similarly find a strong dependence on the climate state using our approach.",2016-04-12,http://arxiv.org/abs/1604.03311v2,"Anna S. von der Heydt, Peter Ashwin",arxiv.org,physics.ao-ph
A Climate Change Vulnerability Assessment Framework: A Spatial Approach,"Climate change is affecting every known society, especially for small farmers in Low-Income Countries because they depend heavily on rain, seasonality patterns, and known temperature ranges. To build climate change resilient communities among rural farmers, the first step is to understand the impact of climate change on the population. This paper proposes a Climate Change Vulnerability Assessment Framework (CCVAF) to assess climate change vulnerabilities among rural farmers. The CCVAF framework uses information and communication technology (ICT) to assess climate change vulnerabilities among rural farmers by integrating both community level and individual household level indicators. The CCVAF was instantiated into a GIS-based web application named THRIVE for different decision-makers to better assess how climate change is affecting rural farmers in Western Honduras. Qualitative evaluation of the THRIVE showed that it is an innovative and useful tool. The CCVAF contributes to not only the knowledge base of the climate change vulnerability assessment but also the design science literature by providing guidelines to design a class of climate change vulnerability assessment solutions.",2021-08-22,http://arxiv.org/abs/2108.09762v1,"Claudia Cáceres, Yan Li, Brian Hilton",arxiv.org,cs.CY
GCM Simulations of Unstable Climates in the Habitable Zone,"It has recently been proposed that Earth-like planets in the outer regions of the habitable zone experience unstable climates, repeatedly cycling between glaciated and deglaciated climatic states (Menou 2015). While this result has been confirmed and also extended to explain early Mars climate records (Haqq-Misra et al. 2016; Batalha et al. 2016), all existing work relies on highly idealized low-dimensional climate models. Here, we confirm that the phenomenology of climate cycles remains in 3D Earth climate models with considerably more degrees of freedom. To circumvent the computational barrier of integrating climate on Gyr timescales, we design a hybrid 0D-3D integrator which uses a general circulation model (GCM) as a short relaxation step along a long evolutionary climate sequence. We find that GCM climate cycles are qualitatively consistent with reported low-dimensional results. This establishes on a firmer ground the notion that outer habitable zone planets may be preferentially found in transiently glaciated states.",2017-04-14,http://arxiv.org/abs/1704.04535v4,"Adiv Paradise, Kristen Menou",arxiv.org,astro-ph.EP
What shapes climate change perceptions in Africa? A random forest   approach,"Climate change perceptions are fundamental for adaptation and environmental policy support. Although Africa is one of the most vulnerable regions to climate change, little research has focused on how climate change is perceived in the continent. Using random forest methodology, we analyse Afrobarometer data (N = 45,732), joint with climatic data, to explore what shapes climate change perceptions in Africa. We include 5 different dimensions of climate change perceptions: awareness, belief in its human cause, risk perception, need to stop it and self-efficacy. Results indicate that perceived agriculture conditions are crucial for perceiving climate change. Country-level factors and long-term changes in local weather conditions are among the most important predictors. Moreover, education level, access to information, poverty, authoritarian values, and trust in institutions shape individual climate change perceptions. Demographic effects -- including religion -- seem negligible. These findings suggest policymakers and environmental communicators how to frame climate change in Africa to raise awareness, gather public support and induce adaptation.",2021-05-17,http://arxiv.org/abs/2105.07867v1,"Juan B Gonzalez, Alfonso Sanchez",arxiv.org,"econ.GN, q-fin.EC"
Graph-based Local Climate Classification in Iran,"In this paper, we introduce a novel graph-based method to classify the regions with similar climate in a local area. We refer our proposed method as Graph Partition Based Method (GPBM). Our proposed method attempts to overcome the shortcomings of the current state-of-the-art methods in the literature. It has no limit on the number of variables that can be used and also preserves the nature of climate data. To illustrate the capability of our proposed algorithm, we benchmark its performance with other state-of-the-art climate classification techniques. The climate data is collected from 24 synoptic stations in Fars province in southern Iran. The data includes seven climate variables stored as time series from 1951 to 2017. Our results exhibit that our proposed method performs a more realistic climate classification with less computational time. It can save more information during the climate classification process and is therefore efficient in further data analysis. Furthermore, using our method, we can introduce seasonal graphs to better investigate seasonal climate changes. To the best of our knowledge, our proposed method is the first graph-based climate classification system.",2021-10-18,http://arxiv.org/abs/2110.09209v1,"Neda Akrami, Koorush Ziarati, Soumyabrata Dev",arxiv.org,"physics.ao-ph, cs.LG"
Dimensional analysis identifies contrasting dynamics of past climate   states and critical transitions,"While one can unequivocally identify past climate transitions, we lack comprehensive knowledge about their underlying mechanisms and timescales. Our study employs a dimensional analysis of benthic stable isotope records to uncover, across different timescales, how the climatic fluctuation of the Cenozoic are associated with changes in the number of effective degrees of freedom. Precession timescales dominate the Hothouse and Warmhouse states, while the Icehouse climate is primarily influenced by obliquity and eccentricity timescales. Notably, the Coolhouse state lacks dominant timescales. Our analysis proves effective in objectively identifying abrupt climate shifts and extremes. This is also demonstrated using high-resolution data from the last glacial cycle, revealing abrupt climate shifts within a single climate state. These findings significantly impact our understanding of the inherent stability of each climate state and the evaluation of (paleo-)climate models' ability to replicate key features of past/future climate states and transitions.",2023-09-22,http://arxiv.org/abs/2309.12693v1,"Tommaso Alberti, Fabio Florindo, Eelco J. Rohling, Valerio Lucarini, Davide Faranda",arxiv.org,"physics.geo-ph, nlin.CD, physics.data-an"
Leveraging machine learning to enhance climate models: a review,"Recent achievements in machine learning (Ml) have had a significant impact on various fields, including climate science. Climate modeling is very important and plays a crucial role in shaping the decisions of governments and individuals in mitigating the impact of climate change. Climate change poses a serious threat to humanity, however, current climate models are limited by computational costs, uncertainties, and biases, affecting their prediction accuracy. The vast amount of climate data generated by satellites, radars, and earth system models (ESMS) poses a significant challenge. ML techniques can be effectively employed to analyze this data and extract valuable insights that aid in our understanding of the earth climate. This review paper focuses on how ml has been utilized in the last 5 years to boost the current state-of-the-art climate models. We invite the ml community to join in the global effort to accurately model the earth climate by collaborating with other fields to leverage ml as a powerful tool in this endeavor.",2023-11-15,http://arxiv.org/abs/2311.09413v1,"Ahmed Elsayed, Shrouk Wally, Islam Alkabbany, Asem Ali, Aly Farag",arxiv.org,eess.IV
Machine learning for climate physics and simulations,"We discuss the emerging advances and opportunities at the intersection of machine learning (ML) and climate physics, highlighting the use of ML techniques, including supervised, unsupervised, and equation discovery, to accelerate climate knowledge discoveries and simulations. We delineate two distinct yet complementary aspects: (1) ML for climate physics and (2) ML for climate simulations. While physics-free ML-based models, such as ML-based weather forecasting, have demonstrated success when data is abundant and stationary, the physics knowledge and interpretability of ML models become crucial in the small-data/non-stationary regime to ensure generalizability. Given the absence of observations, the long-term future climate falls into the small-data regime. Therefore, ML for climate physics holds a critical role in addressing the challenges of ML for climate simulations. We emphasize the need for collaboration among climate physics, ML theory, and numerical analysis to achieve reliable ML-based models for climate applications.",2024-04-20,http://arxiv.org/abs/2404.13227v2,"Ching-Yao Lai, Pedram Hassanzadeh, Aditi Sheshadri, Maike Sonnewald, Raffaele Ferrari, Venkatramani Balaji",arxiv.org,"physics.ao-ph, nlin.CD, physics.comp-ph, physics.flu-dyn, physics.geo-ph"
Indexing and Visualization of Climate Change Narratives Using BERT and   Causal Extraction,"In this study, we propose a methodology to extract, index, and visualize ``climate change narratives'' (stories about the connection between causal and consequential events related to climate change). We use two natural language processing methods, BERT (Bidirectional Encoder Representations from Transformers) and causal extraction, to textually analyze newspaper articles on climate change to extract ``climate change narratives.'' The novelty of the methodology could extract and quantify the causal relationships assumed by the newspaper's writers. Looking at the extracted climate change narratives over time, we find that since 2018, an increasing number of narratives suggest the impact of the development of climate change policy discussion and the implementation of climate change-related policies on corporate behaviors, macroeconomics, and price dynamics. We also observed the recent emergence of narratives focusing on the linkages between climate change-related policies and monetary policy. Furthermore, there is a growing awareness of the negative impacts of natural disasters (e.g., abnormal weather and severe floods) related to climate change on economic activities, and this issue might be perceived as a new challenge for companies and governments. The methodology of this study is expected to be applied to a wide range of fields, as it can analyze causal relationships among various economic topics, including analysis of inflation expectation or monetary policy communication strategy.",2024-08-03,http://arxiv.org/abs/2408.01745v1,"Hiroki Sakaji, Noriyasu Kaneda",arxiv.org,cs.CL
A new framework for climate sensitivity and prediction: a modelling   perspective,"The sensitivity of climate models to increasing CO2 concentration and the climate response at decadal time scales are still major factors of uncertainty for the assessment of the long and short term effects of anthropogenic climate change. While the relative slow progress on these issues is partly due to the inherent inaccuracies of numerical climate models, this also hints at the need for stronger theoretical foundations to the problem of studying climate sensitivity and performing climate change predictions with numerical models. Here we demonstrate that it is possible to use Ruelle's response theory to predict the impact of an arbitrary CO2 forcing scenario on the global surface temperature of a general circulation model. Response theory puts the concept of climate sensitivity on firm theoretical grounds, and addresses rigorously the problem of predictability at different time scales. Conceptually, our results show that performing climate change experiments with general circulation models is a well defined problem from a physical and mathematical point of view. Practically, our results show that considering one single CO2 forcing scenario is enough to construct operators able to predict the response of climatic observables to any other CO2 forcing scenario, without the need to perform additional numerical simulations. We also introduce a general relationship between climate sensitivity and climate response at different time scales, thus providing an explicit definition of the inertia of the system at different time scales. While what we report here refers to the linear response, the general theory allows for treating nonlinear effects as well. Our results pave the way for redesigning and interpreting climate change experiments from a radically new perspective.",2014-03-19,http://arxiv.org/abs/1403.4908v2,"Francesco Ragone, Valerio Lucarini, Frank Lunkeit",arxiv.org,"physics.ao-ph, cond-mat.stat-mech, physics.flu-dyn"
A large-scale bibliometric analysis of global climate change research   between 2001 and 2018,"Global climate change is attracting widespread scientific, political, and public attention owing to the involvement of international initiatives such as the Paris Agreement and the Intergovernmental Panel on Climate Change. We present a large-scale bibliometric analysis based on approximately 120,000 climate change publications between 2001 and 2018 to examine how climate change is studied in scientific research. Our analysis provides an overview of scientific knowledge, shifts of research hotspots, global geographical distribution of research, and focus of individual countries. In our analysis, we identify five key fields in climate change research: physical sciences, paleoclimatology, climate-change ecology, climate technology, and climate policy. We draw the following key conclusions: (1) Over the investigated time period, the focus of climate change research has shifted from understanding the climate system toward climate technologies and policies, such as efficient energy use and legislation. (2) There is an imbalance in scientific production between developed and developing countries. (3) Geography, national demands, and national strategies have been important drivers that influence the research interests and concerns of researchers in different countries. Our study can be used by researchers and policy makers to reflect on the directions in which climate change research is developing and discuss priorities for future research.",2021-07-17,http://arxiv.org/abs/2107.08214v1,"Hui-Zhen Fu, Ludo Waltman",arxiv.org,cs.DL
Social dynamics can delay or prevent climate tipping points by speeding   the adoption of climate change mitigation,"Social behaviour models are increasingly integrated into climate change studies, and the significance of climate tipping points for `runaway' climate change is well recognised. However, there has been insufficient focus on tipping points in social-climate dynamics. We developed a coupled social-climate model consisting of an Earth system model and a social behaviour model, both with tipping elements. The social model explores opinion formation by analysing social learning rates, the net cost of mitigation, and the strength of social norms. Our results indicate that the net cost of mitigation and social norms have minimal impact on tipping points when social norms are weak. As social norms strengthen, the climate tipping point can trigger a tipping element in the social model. However, faster social learning can delay or prevent the climate tipping point: sufficiently fast social learning means growing climate change mitigation can outpace the oncoming climate tipping point, despite social-climate feedback. By comparing high- and low-risk scenarios, we demonstrated high-risk scenarios increase the likelihood of tipping points. We also illustrate the role of a critical temperature anomaly in triggering tipping points. In conclusion, understanding social behaviour dynamics is vital for predicting climate tipping points and mitigating their impacts.",2025-01-23,http://arxiv.org/abs/2501.14096v1,"Yazdan Babazadeh Maghsoodlo, Madhur Anand, Chris T. Bauch",arxiv.org,"math.DS, physics.soc-ph"
